NOVANAID	XUTM	YUTM	DEPTH	PEJL	DATO	BERELAG	ID
103.1653_1	484564.88	6193933.47	74.0	20.129999999999999	05-01-2009		103.1653_1
103.1653_1	484564.88	6193933.47	74.0	20.120000000000001	05-01-2009		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.420000000000002	05-01-2009		102.873_1
93.795_1	466894.93	6212321.69	71.0	42.840000000000003	05-02-2009		93.795_1
86.2056_1	512022.04	6218296.33	146.0	62.369999999999997	05-02-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.229999999999997	05-02-2009		83.1175_1
83.1175_1	470368.9	6214848.63	72.25	48.219999999999999	05-02-2009		83.1175_1
105.374_1	525476.16	6199845.5	20.0	78.060000000000002	05-02-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.280000000000001	05-02-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.079999999999998	05-02-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.199999999999999	05-02-2009		103.1653_1
93.795_1	466894.93	6212321.69	71.0	42.899999999999999	05-03-2009		93.795_1
93.795_1	466894.93	6212321.69	71.0	42.890000000000001	05-03-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.600000000000001	05-03-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.340000000000003	05-03-2009		86.2056_1
114.2123_1	509918.0	6182176.0	26.2	56.719999999999999	05-03-2009		114.2123_1
114.1631_1	503115.0	6181106.0	6.7	52.530000000000001	05-03-2009		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.259999999999998	05-03-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.070000000000000	05-03-2009		103.1653_2
102.873_1	473187.16	6185044.93	27.5	42.840000000000003	05-03-2009		102.873_1
93.795_1	466894.93	6212321.69	71.0	42.969999999999999	05-04-2009		93.795_1
93.795_1	466894.93	6212321.69	71.0	42.969999999999999	05-04-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.539999999999999	05-04-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.270000000000003	05-04-2009		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.460000000000001	05-04-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	42.570000000000000	05-04-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.500000000000000	05-04-2009		113.111_1
113.111_1	488011.0	6181004.0	21.5	28.500000000000000	05-04-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.939999999999998	05-04-2009		105.374_1
103.1683_1	491891.0	6188984.0	29.0	28.350000000000001	05-04-2009		103.1683_1
103.1653_2	484564.88	6193933.47	28.0	19.989999999999998	05-04-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.090000000000000	05-04-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	29.140000000000001	05-04-2009		103.1542_1
103.1542_1	491213.0	6186460.0	6.5	29.140000000000001	05-04-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.659999999999997	05-04-2009		102.873_1
93.795_1	466894.93	6212321.69	71.0	43.060000000000002	05-05-2009		93.795_1
93.795_1	466894.93	6212321.69	71.0	43.060000000000002	05-05-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.369999999999997	05-05-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.049999999999997	05-05-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.369999999999997	05-05-2009		83.1175_1
114.1618_6	498159.59	6180672.07	2.5	41.640000000000001	05-05-2009		114.1618_6
114.1618_6	498159.59	6180672.07	2.5	41.640000000000001	05-05-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.309999999999999	05-05-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.890000000000001	05-05-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.039999999999999	05-05-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.890000000000001	05-05-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.989999999999998	05-05-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.960000000000001	05-05-2009		103.1542_1
103.1542_1	491213.0	6186460.0	6.5	28.960000000000001	05-05-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.780000000000001	05-05-2009		102.873_1
95.2758_1	501963.0	6205245.0	49.0	35.700000000000003	05-06-2009		95.2758_1
93.515_1	468449.0	6200717.0	70.0	2.990000000000000	05-06-2009		93.515_1
93.201_1	468511.0	6200596.03	60.0	3.190000000000000	05-06-2009		93.201_1
93.200_1	468828.57	6200291.0	57.1	1.890000000000000	05-06-2009		93.200_1
86.2056_2	512022.04	6218296.33	70.0	62.140000000000001	05-06-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	61.880000000000003	05-06-2009		86.2056_1
86.2056_1	512022.04	6218296.33	146.0	61.850000000000001	05-06-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	47.299999999999997	05-06-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.240000000000002	05-06-2009		114.1631_1
114.1631_1	503115.0	6181106.0	6.7	52.229999999999997	05-06-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	41.310000000000002	05-06-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.059999999999999	05-06-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.840000000000003	05-06-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.640000000000001	05-06-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.780000000000001	05-06-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.850000000000001	05-06-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.789999999999999	05-06-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.689999999999998	05-06-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	20.420000000000002	05-07-2009		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.440000000000001	05-07-2009		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	61.859999999999999	05-07-2009		86.2056_2
83.1175_1	470368.9	6214848.63	72.25	47.159999999999997	05-07-2009		83.1175_1
83.1175_1	470368.9	6214848.63	72.25	47.159999999999997	05-07-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.100000000000001	05-07-2009		114.1631_1
113.111_1	488011.0	6181004.0	21.5	27.780000000000001	05-07-2009		113.111_1
113.111_1	488011.0	6181004.0	21.5	27.770000000000000	05-07-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.819999999999993	05-07-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.130000000000003	05-07-2009		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	38.100000000000001	05-07-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.640000000000001	05-07-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.690000000000001	05-07-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.620000000000001	05-07-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.570000000000000	05-07-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	20.850000000000001	05-08-2009		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.730000000000000	05-08-2009		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	61.960000000000001	05-08-2009		86.2056_2
83.1175_1	470368.9	6214848.63	72.25	47.090000000000003	05-08-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.259999999999998	05-08-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	40.799999999999997	05-08-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	27.760000000000002	05-08-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.750000000000000	05-08-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.649999999999999	05-08-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.590000000000000	05-08-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.629999999999999	05-08-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.500000000000000	05-08-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.310000000000002	05-08-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	20.969999999999999	05-09-2009		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.760000000000002	05-09-2009		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.039999999999999	05-09-2009		86.2056_2
86.2056_2	512022.04	6218296.33	70.0	62.030000000000001	05-09-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	61.829999999999998	05-09-2009		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.579999999999998	05-09-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	40.590000000000003	05-09-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	27.739999999999998	05-09-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.689999999999998	05-09-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.740000000000002	05-09-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.649999999999999	05-09-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.690000000000001	05-09-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.440000000000001	05-09-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.200000000000003	05-09-2009		102.873_1
93.1062_2	470686.67	6206881.71	127.0	20.710000000000001	05-10-2009		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.039999999999999	05-10-2009		86.2056_2
114.1618_6	498159.59	6180672.07	2.5	40.859999999999999	05-10-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	27.840000000000000	05-10-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.609999999999999	05-10-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.820000000000000	05-10-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.670000000000002	05-10-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.730000000000000	05-10-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.500000000000000	05-10-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.090000000000003	05-10-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	21.160000000000000	05-11-2009		93.1062_3
93.1062_3	470686.67	6206881.71	111.0	21.160000000000000	05-11-2009		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.760000000000002	05-11-2009		93.1062_2
93.1062_2	470686.67	6206881.71	127.0	20.750000000000000	05-11-2009		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.079999999999998	05-11-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	61.909999999999997	05-11-2009		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.600000000000001	05-11-2009		114.1631_1
113.111_1	488011.0	6181004.0	21.5	27.980000000000000	05-11-2009		113.111_1
113.111_1	488011.0	6181004.0	21.5	27.960000000000001	05-11-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.549999999999997	05-11-2009		105.374_1
105.374_1	525476.16	6199845.5	20.0	77.549999999999997	05-11-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.950000000000003	05-11-2009		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	38.939999999999998	05-11-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.920000000000002	05-11-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.010000000000002	05-11-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.640000000000001	05-11-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.140000000000001	05-11-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	21.430000000000000	05-12-2009		93.1062_3
86.2056_2	512022.04	6218296.33	70.0	62.299999999999997	05-12-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.070000000000000	05-12-2009		86.2056_1
86.2056_1	512022.04	6218296.33	146.0	62.049999999999997	05-12-2009		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.810000000000002	05-12-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	42.430000000000000	05-12-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.579999999999998	05-12-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.569999999999993	05-12-2009		105.374_1
105.374_1	525476.16	6199845.5	20.0	77.560000000000002	05-12-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.310000000000002	05-12-2009		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	39.289999999999999	05-12-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.230000000000000	05-12-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.350000000000001	05-12-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	29.230000000000000	05-12-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.039999999999999	05-12-2009		102.873_1
93.795_1	466894.93	6212321.69	71.0	42.869999999999997	06-01-2009		93.795_1
93.795_1	466894.93	6212321.69	71.0	42.859999999999999	06-01-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.640000000000001	06-01-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.329999999999998	06-01-2009		86.2056_1
85.2480_1	493951.0	6218091.0	24.0	45.000000000000000	06-01-2009		85.2480_1
83.1175_1	470368.9	6214848.63	72.25	48.159999999999997	06-01-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.460000000000001	06-01-2009		114.1631_1
105.374_1	525476.16	6199845.5	20.0	78.090000000000003	06-01-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.280000000000001	06-01-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.020000000000000	06-01-2009		103.1653_2
102.873_1	473187.16	6185044.93	27.5	42.560000000000002	06-01-2009		102.873_1
86.2056_2	512022.04	6218296.33	70.0	62.659999999999997	06-02-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.380000000000003	06-02-2009		86.2056_1
86.2056_1	512022.04	6218296.33	146.0	62.369999999999997	06-02-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.219999999999999	06-02-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.560000000000002	06-02-2009		114.1631_1
114.1631_1	503115.0	6181106.0	6.7	52.530000000000001	06-02-2009		114.1631_1
105.374_1	525476.16	6199845.5	20.0	78.049999999999997	06-02-2009		105.374_1
105.374_1	525476.16	6199845.5	20.0	78.019999999999996	06-02-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.280000000000001	06-02-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.079999999999998	06-02-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.190000000000001	06-02-2009		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.770000000000003	06-02-2009		102.873_1
102.873_1	473187.16	6185044.93	27.5	42.759999999999998	06-02-2009		102.873_1
86.2056_2	512022.04	6218296.33	70.0	62.590000000000003	06-03-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.329999999999998	06-03-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.270000000000003	06-03-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.509999999999998	06-03-2009		114.1631_1
105.374_1	525476.16	6199845.5	20.0	77.980000000000004	06-03-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.219999999999999	06-03-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.050000000000001	06-03-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.149999999999999	06-03-2009		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.729999999999997	06-03-2009		102.873_1
96.2307_1	519489.12	6210362.65	11.5	68.680000000000007	06-04-2009		96.2307_1
86.2056_2	512022.04	6218296.33	70.0	62.539999999999999	06-04-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.259999999999998	06-04-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.369999999999997	06-04-2009		83.1175_1
83.1175_1	470368.9	6214848.63	72.25	48.359999999999999	06-04-2009		83.1175_1
114.1618_6	498159.59	6180672.07	2.5	42.560000000000002	06-04-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.500000000000000	06-04-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.939999999999998	06-04-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.229999999999997	06-04-2009		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	39.210000000000001	06-04-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.980000000000000	06-04-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.079999999999998	06-04-2009		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.770000000000003	06-04-2009		102.873_1
93.795_1	466894.93	6212321.69	71.0	43.070000000000000	06-05-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.399999999999999	06-05-2009		86.2056_2
86.2056_2	512022.04	6218296.33	70.0	62.390000000000001	06-05-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.070000000000000	06-05-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.340000000000003	06-05-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.420000000000002	06-05-2009		114.1631_1
114.1631_1	503115.0	6181106.0	6.7	52.390000000000001	06-05-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	41.630000000000003	06-05-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.320000000000000	06-05-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.890000000000001	06-05-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.049999999999997	06-05-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.920000000000002	06-05-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.010000000000002	06-05-2009		103.1653_1
86.2056_2	512022.04	6218296.33	70.0	62.119999999999997	06-06-2009		86.2056_2
114.1631_1	503115.0	6181106.0	6.7	52.250000000000000	06-06-2009		114.1631_1
105.374_1	525476.16	6199845.5	20.0	77.840000000000003	06-06-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.630000000000003	06-06-2009		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	38.609999999999999	06-06-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.760000000000002	06-06-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.840000000000000	06-06-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.789999999999999	06-06-2009		103.1542_1
93.1062_3	470686.67	6206881.71	111.0	20.520000000000000	06-07-2009		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.500000000000000	06-07-2009		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	61.859999999999999	06-07-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	61.479999999999997	06-07-2009		86.2056_1
84.2699_1	482507.0	6221615.0	18.0	33.799999999999997	06-07-2009		84.2699_1
114.1631_1	503115.0	6181106.0	6.7	52.100000000000001	06-07-2009		114.1631_1
114.1631_1	503115.0	6181106.0	6.7	52.090000000000003	06-07-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	40.890000000000001	06-07-2009		114.1618_6
105.374_1	525476.16	6199845.5	20.0	77.810000000000002	06-07-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.250000000000000	06-07-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.629999999999999	06-07-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.680000000000000	06-07-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.609999999999999	06-07-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.590000000000003	06-07-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	20.850000000000001	06-08-2009		93.1062_3
93.1062_3	470686.67	6206881.71	111.0	20.850000000000001	06-08-2009		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.710000000000001	06-08-2009		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	61.960000000000001	06-08-2009		86.2056_2
86.2056_2	512022.04	6218296.33	70.0	61.960000000000001	06-08-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	61.649999999999999	06-08-2009		86.2056_1
114.1618_6	498159.59	6180672.07	2.5	40.799999999999997	06-08-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	27.760000000000002	06-08-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.750000000000000	06-08-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.659999999999997	06-08-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.579999999999998	06-08-2009		103.1653_2
103.1653_2	484564.88	6193933.47	28.0	19.579999999999998	06-08-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.629999999999999	06-08-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.500000000000000	06-08-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.340000000000003	06-08-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	20.960000000000001	06-09-2009		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.730000000000000	06-09-2009		93.1062_2
86.2056_1	512022.04	6218296.33	146.0	61.820000000000000	06-09-2009		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.509999999999998	06-09-2009		114.1631_1
113.111_1	488011.0	6181004.0	21.5	27.760000000000002	06-09-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.680000000000007	06-09-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.789999999999999	06-09-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.680000000000000	06-09-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.730000000000000	06-09-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.489999999999998	06-09-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.140000000000001	06-09-2009		102.873_1
93.612_2	468646.0	6212647.0	61.0	39.549999999999997	06-10-2009		93.612_2
93.612_1	468646.0	6212647.0	69.0	39.549999999999997	06-10-2009		93.612_1
93.609_2	468248.0	6212543.0	16.5	47.490000000000002	06-10-2009		93.609_2
93.609_1	468248.0	6212543.0	27.2	47.509999999999998	06-10-2009		93.609_1
93.1062_3	470686.67	6206881.71	111.0	21.050000000000001	06-10-2009		93.1062_3
93.1062_3	470686.67	6206881.71	111.0	21.039999999999999	06-10-2009		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.710000000000001	06-10-2009		93.1062_2
86.2056_1	512022.04	6218296.33	146.0	61.829999999999998	06-10-2009		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.460000000000001	06-10-2009		114.1631_1
114.1631_1	503115.0	6181106.0	6.7	52.450000000000003	06-10-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	40.859999999999999	06-10-2009		114.1618_6
114.1618_6	498159.59	6180672.07	2.5	40.850000000000001	06-10-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	27.840000000000000	06-10-2009		113.111_1
113.111_1	488011.0	6181004.0	21.5	27.829999999999998	06-10-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.620000000000005	06-10-2009		105.374_1
105.374_1	525476.16	6199845.5	20.0	77.609999999999999	06-10-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	38.829999999999998	06-10-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.690000000000001	06-10-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.750000000000000	06-10-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.500000000000000	06-10-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.210000000000001	06-10-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	21.140000000000001	06-11-2009		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.730000000000000	06-11-2009		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.070000000000000	06-11-2009		86.2056_2
114.1631_1	503115.0	6181106.0	6.7	52.549999999999997	06-11-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	40.979999999999997	06-11-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	27.980000000000000	06-11-2009		113.111_1
103.1653_2	484564.88	6193933.47	28.0	19.940000000000001	06-11-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.010000000000002	06-11-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.649999999999999	06-11-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.070000000000000	06-11-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	21.440000000000001	06-12-2009		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.829999999999998	06-12-2009		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.329999999999998	06-12-2009		86.2056_2
86.2056_2	512022.04	6218296.33	70.0	62.310000000000002	06-12-2009		86.2056_2
114.1631_1	503115.0	6181106.0	6.7	52.750000000000000	06-12-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	42.450000000000003	06-12-2009		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.600000000000001	06-12-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.579999999999998	06-12-2009		105.374_1
103.1653_2	484564.88	6193933.47	28.0	20.270000000000000	06-12-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.379999999999999	06-12-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	29.250000000000000	06-12-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.090000000000003	06-12-2009		102.873_1
102.725_2	472919.12	6184930.64	58.5	43.859999999999999	06-12-2009		102.725_2
102.725_2	472919.12	6184930.64	58.5	43.789999999999999	06-12-2009		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.310000000000002	06-12-2009		102.725_1
102.725_1	472919.12	6184930.64	87.5	43.250000000000000	06-12-2009		102.725_1
93.795_1	466894.93	6212321.69	71.0	42.869999999999997	07-01-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.649999999999999	07-01-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.359999999999999	07-01-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.100000000000001	07-01-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.460000000000001	07-01-2009		114.1631_1
103.1653_2	484564.88	6193933.47	28.0	19.989999999999998	07-01-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.100000000000001	07-01-2009		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.479999999999997	07-01-2009		102.873_1
93.795_1	466894.93	6212321.69	71.0	42.829999999999998	07-02-2009		93.795_1
93.795_1	466894.93	6212321.69	71.0	42.820000000000000	07-02-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.649999999999999	07-02-2009		86.2056_2
83.1175_1	470368.9	6214848.63	72.25	48.210000000000001	07-02-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.560000000000002	07-02-2009		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.280000000000001	07-02-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.070000000000000	07-02-2009		103.1653_2
